audio_clipping,audio_clipping:confidence,background_noise_audible,background_noise_audible:confidence,overall_quality_of_the_audio,quiet_speaker,quiet_speaker:confidence,speaker_id,file_download,file_name,phrase,prompt,writer_id
no_clipping,1,light_noise,0.6643,3.67,audible_speaker,1,38042052,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38042052_67392854.wav&key=test_key_TISTK,1249120_38042052_67392854.wav,My infected wound caused a fever,Infected wound,21665495
no_clipping,1,light_noise,0.6733,3.67,audible_speaker,1,38042052,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38042052_67922468.wav&key=test_key_TISTK,1249120_38042052_67922468.wav,My head hurts when I'm doing this.,Head ache,44292353
no_clipping,1,light_noise,0.6644,3.67,audible_speaker,1,38042052,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38042052_68857502.wav&key=test_key_TISTK,1249120_38042052_68857502.wav,There feels like a swollen knot at my shoulderblade with pain shooting from that,Shoulder pain,44164300
no_clipping,1,light_noise,0.6574,3.67,audible_speaker,1,38042052,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38042052_71130912.wav&key=test_key_TISTK,1249120_38042052_71130912.wav,I love to walk and be outside but the bottoms of my feet get sore so quickly.,Foot ache,19638651
no_clipping,1,light_noise,1,3.67,audible_speaker,1,38202325,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38202325_105069848.wav&key=test_key_TISTK,1249120_38202325_105069848.wav,My ear ache when I'm listening to music.,Ear ache,40632132
no_clipping,1,light_noise,0.6763,3.67,audible_speaker,1,38202325,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38202325_107785735.wav&key=test_key_TISTK,1249120_38202325_107785735.wav,i'm injured i can't play sports,Injury from sports,44266645
no_clipping,1,light_noise,0.6486,3.67,audible_speaker,1,38202325,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38202325_36620533.wav&key=test_key_TISTK,1249120_38202325_36620533.wav,I have a foot ache although I don't walk a lot.,Foot ache,40632132
no_clipping,1,light_noise,0.6644,3.67,audible_speaker,1,38202325,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38202325_48371991.wav&key=test_key_TISTK,1249120_38202325_48371991.wav,I feel shoulder pain at intervals of time.,Shoulder pain,43772689
no_clipping,1,light_noise,0.6763,3.67,audible_speaker,1,38202325,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38202325_51627146.wav&key=test_key_TISTK,1249120_38202325_51627146.wav,"I get tired too fast, I can barely put on my clothes in the morning.",Body feels weak,44130352
no_clipping,1,light_noise,0.6429,3.67,audible_speaker,1,38202325,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38202325_57283948.wav&key=test_key_TISTK,1249120_38202325_57283948.wav,i feel pain in my body,Internal pain,43751808
no_clipping,1,light_noise,0.6434,3.67,audible_speaker,1,38202325,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38202325_59711134.wav&key=test_key_TISTK,1249120_38202325_59711134.wav,I just can't seem to get warm.  Even when everyone around me is warm I always feel cold.,Feeling cold,19638651
no_clipping,1,light_noise,0.6783,3.67,audible_speaker,1,38202325,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38202325_70574927.wav&key=test_key_TISTK,1249120_38202325_70574927.wav,When i eat i feel my stomach hurts,Stomach ache,44118742
no_clipping,0.6644,light_noise,1,3.67,audible_speaker,1,38548574,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38548574_104889987.wav&key=test_key_TISTK,1249120_38548574_104889987.wav,My grandmother last year went to hospital because she was having a hard time breathing,Hard to breath,38687371
no_clipping,1,light_noise,0.6368,3.67,audible_speaker,1,38548574,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38548574_14279966.wav&key=test_key_TISTK,1249120_38548574_14279966.wav,I can't see the sign I have a blurry vision,Blurry vision,44045955
no_clipping,0.659,light_noise,1,3.67,audible_speaker,1,38548574,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38548574_33092738.wav&key=test_key_TISTK,1249120_38548574_33092738.wav,My muscle in my shoulder burns when I move my arm.,Muscle pain,38202325
no_clipping,1,light_noise,0.662,3.67,audible_speaker,1,38548574,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38548574_49402035.wav&key=test_key_TISTK,1249120_38548574_49402035.wav,I have a feeling like my whole body is complaining,Joint pain,44118742
no_clipping,0.6486,light_noise,0.6486,3.67,audible_speaker,1,38548574,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38548574_56621504.wav&key=test_key_TISTK,1249120_38548574_56621504.wav,I think my body temperature is very low.,Feeling cold,44292353
no_clipping,0.6533,light_noise,0.6533,3.67,audible_speaker,1,38548574,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38548574_60788283.wav&key=test_key_TISTK,1249120_38548574_60788283.wav,i have a pain in my trapes,Muscle pain,43838565
no_clipping,0.6649,light_noise,1,3.67,audible_speaker,1,38548574,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38548574_81883649.wav&key=test_key_TISTK,1249120_38548574_81883649.wav,My upper back has been sore for a week.,Back pain,44140394
no_clipping,0.651,light_noise,0.651,3.67,audible_speaker,1,38548574,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38548574_90009710.wav&key=test_key_TISTK,1249120_38548574_90009710.wav,My knees ache on cold and rainy days.,Knee pain,43755034
no_clipping,1,light_noise,0.6779,3.67,audible_speaker,1,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_102067900.wav&key=test_key_TISTK,1249120_39142299_102067900.wav,My knee feels weak and it gave way the other day at the top of the stairs.  Luckily there was a rail to hold on to.,Knee pain,1883056
no_clipping,1,light_noise,0.6667,3.67,audible_speaker,1,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_102394549.wav&key=test_key_TISTK,1249120_39142299_102394549.wav,What's the symptoms of appendicitis?,Internal pain,18549673
no_clipping,1,light_noise,1,3.67,audible_speaker,1,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_105908594.wav&key=test_key_TISTK,1249120_39142299_105908594.wav,It itches inside my ears.,Ear ache,1883056
no_clipping,1,light_noise,0.6918,3.67,audible_speaker,1,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_106407425.wav&key=test_key_TISTK,1249120_39142299_106407425.wav,There is a tingling sensation in my neck.,Neck pain,1883056
no_clipping,1,light_noise,0.6753,3.67,audible_speaker,1,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_11522273.wav&key=test_key_TISTK,1249120_39142299_11522273.wav,I think there's fluid in my ears.,Ear ache,1883056
no_clipping,1,light_noise,0.6468,3.67,audible_speaker,1,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_25984231.wav&key=test_key_TISTK,1249120_39142299_25984231.wav,I can't turn my neck to the left without feeling a stabbing pain,Neck pain,14026697
no_clipping,1,light_noise,1,3.67,audible_speaker,1,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_45810853.wav&key=test_key_TISTK,1249120_39142299_45810853.wav,"My face has broken out in painful red spots and lumps, that no matter how much I clean my face don't seem to be going away.",Acne,14026697
no_clipping,1,light_noise,0.6494,3.67,audible_speaker,1,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_46794173.wav&key=test_key_TISTK,1249120_39142299_46794173.wav,When i'm doing sport I have pain under my skin,Muscle pain,13121046
no_clipping,1,light_noise,1,3.67,audible_speaker,0.6944,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_54166258.wav&key=test_key_TISTK,1249120_39142299_54166258.wav,"When I walk up a flight of stairs, my right knee hurts.",Knee pain,16718271
no_clipping,1,light_noise,1,3.67,audible_speaker,1,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_57252544.wav&key=test_key_TISTK,1249120_39142299_57252544.wav,When i'm driving my eyes see in double,Blurry vision,13121046
no_clipping,1,light_noise,0.6499,3.67,audible_speaker,1,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_63920067.wav&key=test_key_TISTK,1249120_39142299_63920067.wav,I have shooting pains up and down my back.,Back pain,1883056
no_clipping,1,light_noise,0.6469,3.67,audible_speaker,1,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_68847251.wav&key=test_key_TISTK,1249120_39142299_68847251.wav,I have the impression of having no strength in my body,Body feels weak,13121046
no_clipping,0.6635,light_noise,1,3.67,audible_speaker,1,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_78450663.wav&key=test_key_TISTK,1249120_39142299_78450663.wav,How do you know if you have a torn meniscus in your knee?,Knee pain,18549673
no_clipping,1,light_noise,0.6619,3.67,audible_speaker,1,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_81387428.wav&key=test_key_TISTK,1249120_39142299_81387428.wav,It feels like someone is hitting my head with a hammer.  I feel pain on the top of my head and it throbs.,Head ache,11106820
no_clipping,1,light_noise,0.6644,3.67,audible_speaker,1,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_83621046.wav&key=test_key_TISTK,1249120_39142299_83621046.wav,I have pain in my chest that saddens me.,Heart hurts,11106820
no_clipping,1,light_noise,0.6712,3.67,audible_speaker,1,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_87446835.wav&key=test_key_TISTK,1249120_39142299_87446835.wav,In the morning my respiration is loud.,Hard to breath,13121046
no_clipping,1,light_noise,1,3.67,audible_speaker,1,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_90218987.wav&key=test_key_TISTK,1249120_39142299_90218987.wav,I have a cut that is red and swollen.,Infected wound,16718271
no_clipping,1,light_noise,0.6479,3.67,audible_speaker,1,39142299,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39142299_91265421.wav&key=test_key_TISTK,1249120_39142299_91265421.wav,I've got a hard time to breath- am I having a heart attack?,Hard to breath,1883056
no_clipping,1,light_noise,0.6779,3.67,audible_speaker,1,39154234,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39154234_100388042.wav&key=test_key_TISTK,1249120_39154234_100388042.wav,"Even if the temperature is high in the house,  my body is always cold",Feeling cold,13121046
no_clipping,1,light_noise,0.6727,3.67,audible_speaker,1,39154234,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39154234_18490062.wav&key=test_key_TISTK,1249120_39154234_18490062.wav,My shoulder hurts when I try to reach something above my head.,Shoulder pain,19638651
no_clipping,1,light_noise,1,3.67,audible_speaker,1,39154234,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39154234_63107384.wav&key=test_key_TISTK,1249120_39154234_63107384.wav,I have shooting pains up and down my back.,Back pain,1883056
no_clipping,1,light_noise,1,3.67,audible_speaker,1,39438102,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39438102_103396351.wav&key=test_key_TISTK,1249120_39438102_103396351.wav,My head hurts whenever I try to do something.,Head ache,44292353
no_clipping,1,light_noise,1,3.67,audible_speaker,1,39438102,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39438102_16999745.wav&key=test_key_TISTK,1249120_39438102_16999745.wav,The pain feels like it's right below the skin,Muscle pain,44164300
no_clipping,1,light_noise,1,3.67,audible_speaker,0.6552,39438102,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39438102_21408921.wav&key=test_key_TISTK,1249120_39438102_21408921.wav,My knee hurts when I walk,Knee pain,42082009
no_clipping,1,light_noise,1,3.67,audible_speaker,0.656,39438102,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39438102_28198473.wav&key=test_key_TISTK,1249120_39438102_28198473.wav,There is this pain that radiates from my chest up to my left arm.,Heart hurts,44130352
no_clipping,1,light_noise,1,3.67,audible_speaker,1,39438102,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39438102_30685949.wav&key=test_key_TISTK,1249120_39438102_30685949.wav,I get clusters of whiteheads and blackheads on my back.,Acne,43755034
no_clipping,1,light_noise,1,3.67,audible_speaker,1,39438102,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39438102_31703599.wav&key=test_key_TISTK,1249120_39438102_31703599.wav,discomfort or pain that is felt at some point along the front of the body between the neck and upper abdomen.,Internal pain,44096379
no_clipping,1,light_noise,1,3.67,audible_speaker,1,39438102,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39438102_37794921.wav&key=test_key_TISTK,1249120_39438102_37794921.wav,I have tried to make massage on my foot but they still pain me,Foot ache,43318517
no_clipping,1,light_noise,1,3.67,audible_speaker,1,39438102,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39438102_39811778.wav&key=test_key_TISTK,1249120_39438102_39811778.wav,I have a foot ache although I don't walk a lot.,Foot ache,40632132
no_clipping,1,light_noise,0.6727,3.67,audible_speaker,1,39438102,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39438102_51841903.wav&key=test_key_TISTK,1249120_39438102_51841903.wav,I feel like I went to an acupuncture's practice and had 100 needles in my shoulder,Shoulder pain,44164300
no_clipping,1,light_noise,1,3.67,audible_speaker,1,39438102,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39438102_60983919.wav&key=test_key_TISTK,1249120_39438102_60983919.wav,When i eat i feel my stomach hurts,Stomach ache,44118742
no_clipping,1,light_noise,0.6403,3.67,audible_speaker,1,39438102,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39438102_65942378.wav&key=test_key_TISTK,1249120_39438102_65942378.wav,I had a cold the last time I travelled by plane and I still have a discomfort in my ears.,Ear ache,44130352
no_clipping,1,light_noise,0.6828,3.67,audible_speaker,1,39438102,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39438102_66911427.wav&key=test_key_TISTK,1249120_39438102_66911427.wav,I feel shoulder pain at intervals of time.,Shoulder pain,43772689
no_clipping,1,light_noise,1,3.67,audible_speaker,1,39438102,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39438102_71761796.wav&key=test_key_TISTK,1249120_39438102_71761796.wav,"My hair is falling without a reason, I can see a lot of hair on my working desk.",Hair falling out,40632132
no_clipping,1,light_noise,0.6478,3.67,audible_speaker,1,39438102,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39438102_75674604.wav&key=test_key_TISTK,1249120_39438102_75674604.wav,"can't do any exercise, i feel weak",Body feels weak,44063565
no_clipping,1,light_noise,1,3.67,audible_speaker,1,39438102,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39438102_78305527.wav&key=test_key_TISTK,1249120_39438102_78305527.wav,I have throbing in my shoulder,Shoulder pain,44164300
no_clipping,1,light_noise,1,3.67,audible_speaker,1,39675900,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39675900_70832608.wav&key=test_key_TISTK,1249120_39675900_70832608.wav,Hearing any loud sounds makes my ear aches,Ear ache,44088126
no_clipping,0.6528,light_noise,0.6528,3.67,audible_speaker,1,39675900,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39675900_70927634.wav&key=test_key_TISTK,1249120_39675900_70927634.wav,I have a sharp pain and clicking sound in my ankle joint when I try to stand on it and walk.,Joint pain,38202325
no_clipping,1,light_noise,1,3.67,audible_speaker,1,39675900,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39675900_86818863.wav&key=test_key_TISTK,1249120_39675900_86818863.wav,I had a pain in my knee when I was swimming,Knee pain,21665495
no_clipping,1,light_noise,0.6689,3.67,audible_speaker,1,39740177,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39740177_11329611.wav&key=test_key_TISTK,1249120_39740177_11329611.wav,I can't do anything I feel a weak in my body,Body feels weak,44045955
no_clipping,1,light_noise,0.6842,3.67,audible_speaker,1,39740177,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39740177_43384794.wav&key=test_key_TISTK,1249120_39740177_43384794.wav,Every time I look to left I feel a sharp pain in my neck.,Neck pain,40925305
no_clipping,1,light_noise,0.6733,3.67,audible_speaker,1,39740177,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39740177_83040099.wav&key=test_key_TISTK,1249120_39740177_83040099.wav,There are some pimples on my face that bother me a lot,Acne,41918114
no_clipping,1,light_noise,1,3.67,audible_speaker,1,40017708,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40017708_56582995.wav&key=test_key_TISTK,1249120_40017708_56582995.wav,When I wake up in the morning I feel a soreness in my body,Muscle pain,43913997
no_clipping,1,light_noise,1,3.67,audible_speaker,1,40017708,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40017708_57179505.wav&key=test_key_TISTK,1249120_40017708_57179505.wav,I have pain in my stomach,Stomach ache,44045955
no_clipping,1,light_noise,1,3.67,audible_speaker,1,40184183,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40184183_101077305.wav&key=test_key_TISTK,1249120_40184183_101077305.wav,"It started as a tinnitus, but today the pain is throbbing and unbearable.",Ear ache,44130352
no_clipping,1,light_noise,1,3.67,audible_speaker,1,40184183,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40184183_102133589.wav&key=test_key_TISTK,1249120_40184183_102133589.wav,My wound opened up again,Open wound,21665495
no_clipping,1,light_noise,1,3.67,audible_speaker,1,40184183,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40184183_10334790.wav&key=test_key_TISTK,1249120_40184183_10334790.wav,I was very active in sports but now my body is feeling pain.,Injury from sports,13121046
no_clipping,1,light_noise,1,3.67,audible_speaker,1,40184183,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40184183_107115591.wav&key=test_key_TISTK,1249120_40184183_107115591.wav,I feel pain in my back,Back pain,43730599
no_clipping,1,light_noise,1,3.67,audible_speaker,1,40184183,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40184183_109293251.wav&key=test_key_TISTK,1249120_40184183_109293251.wav,My son nicked his neck with an old razor and that spot has become inflamed and looks like it is infected.,Infected wound,43755034
no_clipping,1,light_noise,1,3.67,audible_speaker,1,40184183,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40184183_109300135.wav&key=test_key_TISTK,1249120_40184183_109300135.wav,I feel strong pain in my knee after it was hit during the football match.,Injury from sports,40632132
no_clipping,1,light_noise,1,3.67,audible_speaker,1,40184183,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40184183_19320278.wav&key=test_key_TISTK,1249120_40184183_19320278.wav,I have a dull ache in  my lower back which makes it difficult to move,Back pain,14026697
no_clipping,1,light_noise,1,3.67,audible_speaker,1,40184183,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40184183_21302437.wav&key=test_key_TISTK,1249120_40184183_21302437.wav,There is a sharp pain in my bicep,Muscle pain,43838565
no_clipping,1,light_noise,1,3.67,audible_speaker,1,40184183,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40184183_31824366.wav&key=test_key_TISTK,1249120_40184183_31824366.wav,My son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected.,Infected wound,43755034
no_clipping,1,light_noise,1,3.67,audible_speaker,1,40184183,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40184183_32096175.wav&key=test_key_TISTK,1249120_40184183_32096175.wav,There's swelling in my neck and it hurts.,Neck pain,1883056
no_clipping,1,light_noise,1,3.67,audible_speaker,1,40184183,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40184183_32816746.wav&key=test_key_TISTK,1249120_40184183_32816746.wav,When I stand up too quickly I feel as though I'm going to faint.,Feeling dizzy,19638651
no_clipping,1,light_noise,1,3.67,audible_speaker,1,40184183,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40184183_38667679.wav&key=test_key_TISTK,1249120_40184183_38667679.wav,When I go to sleep I am feeling cold,Feeling cold,21665495
no_clipping,1,light_noise,1,3.67,audible_speaker,1,40184183,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40184183_41359731.wav&key=test_key_TISTK,1249120_40184183_41359731.wav,"I think there's something wrong with my wound, it does not seem to heal like it should.",Infected wound,1883056
no_clipping,1,light_noise,1,3.67,audible_speaker,1,40184183,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40184183_42473438.wav&key=test_key_TISTK,1249120_40184183_42473438.wav,"I am worried how cold intolerant I am, I am always shivering, even out in the sun.",Feeling cold,44130352
no_clipping,1,light_noise,1,3.67,audible_speaker,1,40184183,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40184183_44553797.wav&key=test_key_TISTK,1249120_40184183_44553797.wav,I stopped sports because I get Injury from sports,Injury from sports,44045955
no_clipping,1,light_noise,1,3.67,audible_speaker,1,40184183,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40184183_55829688.wav&key=test_key_TISTK,1249120_40184183_55829688.wav,My shoulder hurts when I try to reach something above my head.,Shoulder pain,19638651
no_clipping,1,light_noise,1,3.67,audible_speaker,1,40184183,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40184183_66805332.wav&key=test_key_TISTK,1249120_40184183_66805332.wav,My heart is pumping fast and I'm having a hard time to breath.,Hard to breath,1883056
no_clipping,1,light_noise,0.6853,3.67,audible_speaker,1,40184183,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40184183_68586131.wav&key=test_key_TISTK,1249120_40184183_68586131.wav,All of a sudden I felt dizzy when I stood up.,Feeling dizzy,38202325
no_clipping,1,light_noise,1,3.67,audible_speaker,1,40184183,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40184183_74230159.wav&key=test_key_TISTK,1249120_40184183_74230159.wav,i have a problem in my back i cannot extend it,Back pain,44066678
no_clipping,1,light_noise,1,3.67,audible_speaker,1,40184183,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40184183_81879872.wav&key=test_key_TISTK,1249120_40184183_81879872.wav,My sore isn't healing well and it's been like this for two weeks.,Open wound,1883056
no_clipping,1,light_noise,1,3.67,audible_speaker,1,40184183,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40184183_83450535.wav&key=test_key_TISTK,1249120_40184183_83450535.wav,I have dark spots on my skin,Skin issue,44150058
no_clipping,1,light_noise,1,3.67,audible_speaker,1,40184183,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40184183_83681126.wav&key=test_key_TISTK,1249120_40184183_83681126.wav,My head hurts in the back and the pain lasts all day.,Head ache,1883056
no_clipping,1,light_noise,1,3.67,audible_speaker,1,40184183,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40184183_85965946.wav&key=test_key_TISTK,1249120_40184183_85965946.wav,I feel pain in my ears with tinnitus,Ear ache,41918114
no_clipping,1,light_noise,1,3.67,audible_speaker,1,40184183,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40184183_88067334.wav&key=test_key_TISTK,1249120_40184183_88067334.wav,I have a sharp pain in my lower stomach.,Stomach ache,14026697
no_clipping,1,light_noise,1,3.67,audible_speaker,1,40184183,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40184183_95046457.wav&key=test_key_TISTK,1249120_40184183_95046457.wav,My sore looks like its not healing well.,Infected wound,1883056
no_clipping,1,light_noise,0.7222,3.67,audible_speaker,0.7222,40184183,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40184183_98247306.wav&key=test_key_TISTK,1249120_40184183_98247306.wav,i have a problem in seeing objects it is too difficult to see,Blurry vision,44066678
no_clipping,1,light_noise,0.6689,3.67,audible_speaker,1,40401830,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40401830_29860072.wav&key=test_key_TISTK,1249120_40401830_29860072.wav,The crushing sensation on my heart leaves me breathless.,Heart hurts,44130352
no_clipping,1,light_noise,0.6333,3.67,audible_speaker,1,40401830,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40401830_30466476.wav&key=test_key_TISTK,1249120_40401830_30466476.wav,severe pain in the upper left side of chest and may have pain to back,Heart hurts,43868212
no_clipping,1,light_noise,0.6395,3.67,audible_speaker,1,40401830,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40401830_60593580.wav&key=test_key_TISTK,1249120_40401830_60593580.wav,I feel joint pain every time I move,Joint pain,43985758
no_clipping,1,light_noise,0.6599,3.67,audible_speaker,1,40419625,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40419625_34024691.wav&key=test_key_TISTK,1249120_40419625_34024691.wav,Every time I comb my hair there are so many hair in my comb.,Hair falling out,34987462
no_clipping,1,light_noise,0.6528,3.67,audible_speaker,1,40571337,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40571337_100108399.wav&key=test_key_TISTK,1249120_40571337_100108399.wav,I felt my heart hurts when I ran for along distance,Heart hurts,43949040
no_clipping,1,light_noise,0.6848,3.67,audible_speaker,1,40571337,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40571337_18396711.wav&key=test_key_TISTK,1249120_40571337_18396711.wav,I love to garden but I get a terrible twinge in my lower back when I lean over.,Back pain,19638651
no_clipping,1,light_noise,0.6892,3.67,audible_speaker,1,40571337,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40571337_37835379.wav&key=test_key_TISTK,1249120_40571337_37835379.wav,I have a throbbing in my joints,Joint pain,44164300
no_clipping,1,light_noise,1,3.67,audible_speaker,1,40571337,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40571337_81504869.wav&key=test_key_TISTK,1249120_40571337_81504869.wav,I feel a great pain in my shoulder when i try to lift something heavy,Shoulder pain,44150058
no_clipping,1,light_noise,1,3.67,audible_speaker,0.6554,40725179,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40725179_101346369.wav&key=test_key_TISTK,1249120_40725179_101346369.wav,"When I move my shoulder, it's like lightning is being sent through my shoulder",Shoulder pain,44164300
no_clipping,1,light_noise,1,3.67,audible_speaker,1,40725179,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40725179_101671461.wav&key=test_key_TISTK,1249120_40725179_101671461.wav,"i can't move my leg, there is pain in the joint",Joint pain,44124309
no_clipping,1,light_noise,1,3.67,audible_speaker,1,40725179,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40725179_105130052.wav&key=test_key_TISTK,1249120_40725179_105130052.wav,I feel congestion in my chest,Cough,43913997
no_clipping,1,light_noise,1,3.67,audible_speaker,1,40725179,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40725179_109487500.wav&key=test_key_TISTK,1249120_40725179_109487500.wav,Sometimes I cough because I'm a smoker,Cough,38687371
